1060;Adventures of Pinocchio, The (1996);The Adventures of Pinocchio is a 1996 American fantasy adventure film based on Carlo Collodi's original novel of the same name co-written and directed by Steve Barron. Barron collaborated with Sherry Mills, Tom Bender and Barry Berman on the screenplay. The film was an American, British, French, Czech and German venture produced by New Line Cinema, The Kushner-Locke Company, Savoy Pictures, Pangaea Holdings and Twin Continental Films. The film stars Martin Landau, Jonathan Taylor Thomas, Rob Schneider, Udo Kier, Bebe Neuwirth, David Doyle and Geneviève Bujold.
1061;Evening Star, The (1996);The Adventures of Pinocchio is a 1996 American fantasy adventure film based on Carlo Collodi's original novel of the same name co-written and directed by Steve Barron. Barron collaborated with Sherry Mills, Tom Bender and Barry Berman on the screenplay. The film was an American, British, French, Czech and German venture produced by New Line Cinema, The Kushner-Locke Company, Savoy Pictures, Pangaea Holdings and Twin Continental Films. The film stars Martin Landau, Jonathan Taylor Thomas, Rob Schneider, Udo Kier, Bebe Neuwirth, David Doyle and Geneviève Bujold.
1062;Four Days in September (1997);"Four Days in September (Portuguese: O Que É Isso, Companheiro?) is a 1997 Brazilian thriller film directed by Bruno Barreto and produced by his parents Lucy and Luiz Carlos Barreto. It is a fictional version of the 1969 kidnapping of the United States Ambassador to Brazil, Charles Burke Elbrick, by members of Revolutionary Movement 8th October (MR-8) and Ação Libertadora Nacional (ALN).
It was nominated as Best Foreign Language Film at the 1998 Academy Awards."
1063;Little Princess, A (1995);"A Little Princess is a 1995 American family drama film directed by Alfonso Cuarón and starring Eleanor Bron, Liam Cunningham (in a dual role), and introducing Liesel Matthews as Sara Crewe with supporting roles done by Vanessa Lee Chester, Rusty Schwimmer, Arthur Malet, and Errol Sitahal. Set during World War I, it focuses on a young girl who is relegated to a life of servitude in a New York City boarding school by the headmistress after receiving news that her father was killed in combat. Loosely based upon the novel A Little Princess by Frances Hodgson Burnett, this adaptation was heavily influenced by the 1939 cinematic version and takes creative liberties with the original story.
Due to poor promotion by Warner Bros., the film hardly made back half its budget. However, the film was critically acclaimed and given various awards, such as two Academy Award nominations for its significant achievements in art direction and cinematography, among other aspects of its production."
1064;Crossfire (1947);Crossfire is a 1947 film noir drama film which deals with the theme of anti-Semitism, as did that year's Academy Award for Best Picture winner, Gentleman's Agreement. The film was directed by Edward Dmytryk and the screenplay was written by John Paxton, based on the 1945 novel The Brick Foxhole by screenwriter and director Richard Brooks. The film features Robert Mitchum, Robert Young, Robert Ryan and Gloria Grahame. It received five Academy Award nominations, including Ryan for Best Supporting Actor and Gloria Grahame for Best Supporting Actress. It was the first B movie to receive a best picture nomination.
1065;Koyaanisqatsi (1983);"Koyaanisqatsi (English pronunciation: /koʊjɑːnɪsˈkɑːtsiː/), also known as Koyaanisqatsi: Life Out of Balance, is a 1982 American experimental film directed by Godfrey Reggio with music composed by Philip Glass and cinematography by Ron Fricke.
The film consists primarily of slow motion and time-lapse footage of cities and many natural landscapes across the United States. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and music. Reggio explained the lack of dialogue by stating ""it's not for lack of love of the language that these films have no words. It's because, from my point of view, our language is in a state of vast humiliation. It no longer describes the world in which we live."" In the Hopi language, the word Koyaanisqatsi means ""unbalanced life"". The film is the first in the Qatsi trilogy of films: it is followed by Powaqqatsi (1988) and Naqoyqatsi (2002). The trilogy depicts different aspects of the relationship between humans, nature and technology. Koyaanisqatsi is the best known of the trilogy and is considered a cult film. However, because of copyright issues, the film was out of print for most of the 1990s."
1066;Balto (1995);Balto is a 1995 American animated adventure film directed by Simon Wells, produced by Amblin Entertainment and distributed by Universal Pictures. The film is loosely based on a true story about the dog of the same name who helped save children from the diphtheria epidemic in the 1925 serum run to Nome. The live-action portions of the film were shot at Central Park in New York City. The film was the third and final animated feature produced by Steven Spielberg's Amblimation animation studio. Spielberg, Kathleen Kennedy and Bonne Radford acted as executive producers on the film. Although the film's theatrical run was overshadowed by the success of the competing Pixar film Toy Story, its subsequent strong sales on home video led to two direct-to-video sequels: Balto II: Wolf Quest (2002) and Balto III: Wings of Change (2004) though none of the voice cast reprised their roles..
1067;Bottle Rocket (1996);"Bottle Rocket is a 1996 American crime-comedy film directed by Wes Anderson. It was co-written by Anderson and Owen Wilson. In addition to being Wes Anderson's directorial debut, Bottle Rocket was the debut feature for brothers Owen and Luke Wilson, who co-starred with James Caan and Robert Musgrave.
The film was a commercial failure but launched Anderson's career by drawing attention from critics. Director Martin Scorsese later named Bottle Rocket one of his top-ten favorite movies of the 1990s.
Bottle Rocket is also the name of a short film directed by Anderson and starring the Wilson brothers and Musgrave—shot in 1992 and released in 1994—on which the feature-length film was based."
1068;Star Maker, The (Uomo delle stelle, L') (1995);The Star Maker (Italian: L'Uomo delle stelle) is a 1995 Italian film. It was produced by Rita Cecchi Gori, Vittorio Cecchi Gori, directed by Giuseppe Tornatore, while the title role was played by Sergio Castellitto. It was nominated for the Academy Award for Best Foreign Language Film.
1069;Amateur (1994);1994-1995 Amateur championship of Ukraine was the third amateur championship of Ukraine and the 31st since the establishment of championship among fitness clubs (KFK) in 1964. The format of competitions was preserved as in the Soviet competitions where there was six independent groups split by regional principal.
1070;Living in Oblivion (1995);Living in Oblivion is a 1995 low-budget independent comedy-drama film, written and directed by Tom DiCillo and also features Peter Dinklage in his debut role.
1071;Party Girl (1995);Party Girl is a 1995 film directed by Daisy von Scherler Mayer starring Parker Posey. It is notable as being the first commercial comedy-drama feature film shown in its entirety on the Internet.
1072;Pyromaniac's Love Story, A (1995);A Pyromaniac's Love Story is a 1995 American romantic comedy film directed by Joshua Brand and starring John Leguizamo, Sadie Frost, William Baldwin, Erika Eleniak and Armin Mueller-Stahl. The original screenplay is by Morgan Ward. It was filmed in Toronto.
1073;Shallow Grave (1994);"Shallow Grave is a 1994 British black comedy crime film that marked the cinematic directorial debut of Danny Boyle with an original screenplay by John Hodge. The film also provided starring roles for the then relatively little-known actors Ewan McGregor, Christopher Eccleston and Kerry Fox.
The production was funded by Channel 4 television and the film was distributed by PolyGram Filmed Entertainment."
1074;Reality Bites (1994);"Reality Bites is a 1994 American romantic comedy-drama film written by Helen Childress and directed by Ben Stiller. It stars Winona Ryder, Ethan Hawke and Stiller, with supporting roles by Janeane Garofalo and Steve Zahn. The plot follows Lelaina (Ryder), an aspiring videographer working on a documentary called Reality Bites about the disenfranchised lives of her friends and roommates. Their challenges exemplify some of the career and lifestyle choices faced by Generation X.
The film's critical reception was mixed, but was successful commercially, grossing $20 million in the United States on an $11 million budget. Critics highlighted the performances of Ryder, Hawke and Garofalo in particular. However, it has since achieved cult status and has been singled out as one of the films that captured the zeitgeist of the early 1990s grunge scene among 20-somethings, while also bringing attention to various issues that plagued young Americans at the time."
1075;Man of No Importance, A (1994);"A Man of No Importance is a 1994 comedy drama film directed by Suri Krishnamma and starring Albert Finney.

"
1076;Pagemaster, The (1994);"The Pagemaster is a 1994 American live-action/animated fantasy adventure film starring Macaulay Culkin, Christopher Lloyd, Whoopi Goldberg, Patrick Stewart, Leonard Nimoy, and Frank Welker. The film was produced by Turner Pictures and released by 20th Century Fox on November 23, 1994.
The film was written for the screen by David Casci, based on a six-page pitch by writer Charles Pogue entitled ""Library Days,"" presented to Casci by producer David Kirschner. The film was directed by Joe Johnston (live action) and Pixote Hunt and Glenn Chaika (animation), and produced by David Kirschner and Paul Gertz."
1077;Love and a .45 (1994);Love and a .45 is a 1994 Bonnie and Clyde-esque road movie starring Gil Bellows and Renée Zellweger. The film was originally released by Lions Gate Entertainment.
1078;Oliver & Company (1988);"Oliver & Company is a 1988 American animated musical buddy comedy-drama film produced by Walt Disney Feature Animation and released on November 18, 1988 by Walt Disney Pictures. The 27th Disney animated feature film, the film is inspired by the classic Charles Dickens novel Oliver Twist, which has been adapted many other times for the screen. In the film, Oliver is a homeless kitten who joins a gang of dogs to survive in the streets. Among other changes, the setting of the film was relocated from 19th century London to late 1980s New York City, Fagin's gang is made up of dogs (one of which is Dodger), and Sykes is a loan shark.
Oliver & Company began production around 1987 as Oliver and the Dodger. The film was re-released in the United States, Canada, and the UK on March 29, 1996. It was then released to video later that same year, and again in 2002 and 2009 on DVD. The film was released on Blu-ray Disc in 2013, commemorating its 25th Anniversary."
1079;Joe's Apartment (1996);"Joe's Apartment is a 1996 musical-comedy film starring Jerry O'Connell and Megan Ward and the first film produced by MTV Films. It was based on a 1992 short film first made for MTV. The film was directed by John Payson, with computer-animated sequences supervised by Chris Wedge through Blue Sky Studios.
The main focus of the story is the fact that, unbeknownst to many humans, cockroaches can talk, but prefer not to, as humans ""smush first and ask questions later"". They also sing (as they do many times in the movie) and even have their own public-access television cable TV channel. Actors providing the roaches' voices included Billy West, Jim Turner, Rick Aviles (in his final film role before his death) and Dave Chappelle."
1080;Celestial Clockwork (1994);"Javier Julia is an Argentine film cinematographer and film editor.
He works in the cinema of Argentina."
1081;Curdled (1996);"Curdled is a 1996 black comedy film written and directed by Reb Braddock. The film stars Angela Jones as a Colombian immigrant who takes a crime scene cleanup job, and discovers evidence about a local serial killer dubbed the ""Blue Blood Killer"" for his targeting of socialites. The film is a re-make of a 1991 short film of the same name, which was also directed by Braddock and starred Jones."
1082;Female Perversions (1996);Female Perversions is a 1996 drama film, the first feature directed by Susan Streitfeld, which stars Tilda Swinton, Amy Madigan, Karen Sillas, Frances Fisher, Paulina Porizkova and Clancy Brown. It draws on insights from the 1991 book Female Perversions: The Temptations of Emma Bovary by the New York psychoanalyst Louise J. Kaplan (1929-2012). Aspects of female psychology, particularly the more morbid, are explored through the interactions of the characters and through their fantasies.
1083;Albino Alligator (1996);Albino Alligator is a 1997 American crime thriller film the directorial debut of Kevin Spacey, and stars Matt Dillon, Faye Dunaway and Gary Sinise. It tells the story of three small-time criminals who take hostages after being cornered by the police. The title refers to an anecdote told in the film, claiming that alligators will use an albino among them as sacrifice, so that the opposing alligators will be distracted and become prey themselves.
1084;Anne Frank Remembered (1995);"Anne Frank Remembered is a 1995 documentary film by Jon Blair about the life of the diarist Anne Frank. The documentary was made in association with Anne Frank House, Walt Disney Pictures and the British Broadcasting Corporation. It was originally screened as a TV documentary, but was later given a theatrical release by Sony Pictures.
The film is narrated by Kenneth Branagh and extracts from Frank's diary are read by Glenn Close. The choice of an adult reader is unusual in representations of Anne Frank; Blair has explained that he read Frank's diary as a child, and had a very clear image of what she was like, and found that the use of children's voices robbed the viewer of their own impression of Anne Frank.
Miep Gies, the woman who had helped shelter the family, and who had saved the diary after the group was betrayed, collaborated with Blair and is interviewed about her memories of hiding the Frank family. Blair also uses interviews with Hanneli Goslar and Jaqueline van Maarsen, two of Anne Frank's friends, and notably uses archive interviews of Otto Frank to retell Anne's story.
The film also records the first meeting between Miep Gies and Werner Peter Pfeffer, the son of Fritz Pfeffer (""Albert Dussel"" in the Diary), who died 2 months after the filming. In a moving scene, filmed as it happened, a tearful Pfeffer offers ""Vielen Dank"" (""many thanks"") to Gies for her efforts to save his father.
Blair filmed in the real locations of Frank's life; including the neighbourhood Anne grew up in, the ""Achterhuis"" of Prinsengracht 263 (where she and her family lived in hiding) in Amsterdam, and the Westerbork and Auschwitz Concentration Camps. Blair commented that Auschwitz had been filmed a number of times, for many reasons, however he wanted to suggest something of the ""ghosts"" of the people who had passed through there, and so he determined that the only way to do this would be to film at night. He was also able to obtain a train similar to those used during World War II to recreate the scenes of people being transported to Auschwitz.
As the film was made in association with Anne Frank House, it was able to include the only known film footage taken of Anne Frank. The short film was made in 1941 of a wedding in the Amsterdam suburb where the Frank family lived. The camera cuts for just seven seconds to a balcony, where Anne Frank stands watching the bride and groom on the footpath below.
The film won an Academy Award for Best Documentary Feature in 1996. The award was jointly collected by Jon Blair and Miep Gies, who received a standing ovation."
1085;Carried Away (1996);"Carried Away (also known as Acts of Love) is a 1996 American English language film directed by Brazilian Bruno Barreto. It is based on the novel Farmer by Jim Harrison.
The film stars Dennis Hopper, Amy Irving (Barreto's then wife), Gary Busey, and Amy Locane. The tagline reads ""No love is safe from desire""."
1086;It's My Party (1995);"Noel's House Party was a BBC light entertainment series hosted by Noel Edmonds. Set in a large house in the fictional village of Crinkley Bottom, leading to much innuendo, it was broadcast live on Saturday evenings in the 1990s on BBC One. The show, once described by a senior corporation executive as ""the most important show on the BBC"", was cancelled in 1999 due to poor ratings. In 2010, Noel's House Party was voted the best Saturday night TV show of all time."
1087;Bloodsport 2 (1995);"Yang Sze (simplified Chinese: 杨斯; traditional Chinese: 楊斯; pinyin: Yáng Sī; Jyutping: Yeung4 Si1; born 3 July 1946 in Guangzhou), better known as Bolo Yeung, is a former competitive bodybuilder, Martial Artist and a martial arts film actor. Primarily cast as the villain in the movies in which he stars, he is best known for his performances as Bolo in Enter the Dragon, as Chong Li in Bloodsport, and for his numerous appearances and long-spanning career in the martial arts filmography for Hong Kong's motion picture industry."
1088;Double Team (1997);"Double Team is a 1997 American action comedy film directed by Tsui Hark in his American directorial debut and starring Jean-Claude Van Damme, Dennis Rodman and Mickey Rourke. Van Damme plays counter-terrorist agent Jack Quinn, who is assigned to bring an elusive terrorist known as Stavros to justice. Things become personal when Stavros kidnaps Quinn's pregnant wife after his own lover and child were killed in an assassination attempt that went awry. Aiding Quinn in his rescue is his flamboyant weapons dealer Yaz (Dennis Rodman).
This film received negative reviews and was a box office bomb. The film was also nominated for and ""won"" three Golden Raspberry Awards: Worst Supporting Actor (Rodman), Worst New Star (also Rodman) and Worst Screen Couple (Rodman and Van Damme)."
1089;Speed 2: Cruise Control (1997);"Speed 2: Cruise Control is a 1997 American disaster thriller film, and a sequel to Speed (1994). It was produced and directed by Jan de Bont, and written by Randall McCormick and Jeff Nathanson, based on a story by De Bont and McCormick. Sandra Bullock stars in the film, reprising her role from Speed, while Jason Patric and Willem Dafoe co-star. The film was released by 20th Century Fox on June 13, 1997.
The plot involves a couple, Annie and Alex, vacationing in the Caribbean aboard a luxury cruise ship, which is hijacked by a villain named Geiger. As they are trapped aboard the ship, Annie and Alex work with the ship's first officer to try to stop it after they discover it is programmed to crash into an oil tanker.
De Bont came up with the idea for the film after he had a recurring nightmare about a cruise ship crashing into an island. Speed star Keanu Reeves was initially supposed to reprise his role as Jack Traven for the sequel, but decided not to commit and was replaced by Patric prior to filming. Production took place aboard Seabourn Legend, the ship on which the film is set. The film's final scene, when the ship crashes into the island of Saint Martin, cost almost a quarter of the film's budget, and set records as the largest and most expensive stunt ever filmed. Many interior scenes aboard the ship were shot on soundstages in the Greater Los Angeles Area. The film's soundtrack featured mostly reggae music. Mark Mancina returned to compose the film score, which was released as an album 13 years after the film's release.
Critical reception of the film was extremely negative. The acting, story, and characters attracted the most criticism as well as the film's setting on a slow-moving cruise ship, which was much less thrilling than Speed's setting on a fast-moving bus. The film was also a financial disappointment, earning $164 million worldwide against a budget of $110 million. It was nominated for eight Golden Raspberry Awards, and won the award for Worst Re-Make or Sequel."
1090;Sliver (1993);"Sliver is a 1993 erotic thriller film based on the Ira Levin novel of the same name about the mysterious occurrences in a privately owned New York high-rise apartment building. Phillip Noyce directed the film, from a screenplay by Joe Eszterhas. Because of a major battle with the MPAA (which originally gave the film an NC-17 rating), the filmmakers were forced to make extensive reshoots before release. These reshoots actually necessitated changing the killer's identity. The film stars Sharon Stone, William Baldwin and Tom Berenger.
According to the movie, the tall and narrow sliver building is located at 113 East 38th Street in Manhattan, placing it at 38th Street and Park Avenue. The actual building used in the film is known as Morgan Court, located at 211 Madison Avenue New York, one block west and two blocks south of the fictional address. The building has since become a condominium development. It was built in 1985 and has 32 floors. While the movie made use of the building's courtyard, the lobby was a Los Angeles film set.
When he signed on to direct the film, Phillip Noyce remarked ""I liked the script a lot. Or at least, I liked the idea of jumping on the Joe Eszterhas bandwagon."""
1091;Pete's Dragon (1977);"Pete's Dragon is the title of two Disney family films:
Pete's Dragon (1977 film)
Pete's Dragon (short story), a previously unpublished short story by Seton I. Miller upon which the 1977 film was based

Pete's Dragon (2016 film)"
1092;Dear God (1996);"Dear God is a 1996 American comedy film distributed by Paramount Pictures, directed by Garry Marshall and starring Greg Kinnear and Laurie Metcalf.
The song of the same title by Midge Ure was used in the film's theatrical trailer, but is not featured in the movie itself."
1093;Live Nude Girls (1995);Live Nude Girls is a 1995 comedy film featuring Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins, Olivia d'Abo and others. The film writer and director Julianna Lavin plays the role of a minor character.
1094;Thin Line Between Love and Hate, A (1996);"A Thin Line Between Love and Hate is a 1996 American dark comedy-romance film that was directed and co-written by Martin Lawrence, who also stars in the film. Lawrence co-wrote the screenplay alongside Kenny Buford and Bentley Kyle Evans, who has also written for Lawrence's hit television sitcom, Martin, and Kim Bass. Along with Lawrence, the film features a cast of actors that include Lynn Whitfield, Regina King, Bobby Brown and Della Reese. The film tells the story of Darnell Wright, a ladies' man who finds himself targeted by one of his obsessed lovers.
A Thin Line Between Love and Hate was released in April 1996 and went on to gross over $30 million at the box office against a budget of $8 million. The film was shot on location entirely in the city of Los Angeles, California from June 5 until August 11, 1995. The title for the film is taken from the 1971 song ""Thin Line Between Love and Hate"" by The Persuaders. R&B trio H-Town recorded a cover version of this song that was included on the film soundtrack. At the time of filming, Lawrence was 12 years younger than Lynn Whitfield, who was 42 at the time.

"
1095;High School High (1996);Walbrook High School formerly known as Walbrook Senior High School (1971–1996) and Walbrook Uniform Services Academy (1996–2005), is a public high school located in Baltimore, Maryland.
1096;Commandments (1997);Commandments is a 1997 romantic comedy-drama which was written and directed by Daniel Taplitz and stars Aidan Quinn, Courteney Cox and Anthony LaPaglia. The executive producer was Ivan Reitman.
1097;Hate (Haine, La) (1995);"La Haine (French pronunciation: ​[la ʔɛn], Hate) is a 1995 French black-and-white crime drama film written, co-edited, and directed by Mathieu Kassovitz. It is commonly released under its French title in the English-speaking world, although its U.S. VHS release was titled Hate. It is about three young friends and their struggle to live in the banlieues of Paris. The title derives from a line spoken by one of them, Hubert, ""La haine attire la haine!"", ""hatred breeds hatred."""
1098;Flirting With Disaster (1996);Flirting with Disaster is a 1996 American black comedy film written and directed by David O. Russell about a young father's search for his biological parents. The film stars Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, George Segal, Glenn Fitzgerald, Alan Alda and Lily Tomlin. It was screened out of competition in the Special Screenings section at the 1996 Cannes Film Festival.
1099;Red Firecracker, Green Firecracker (1994);"Red Firecracker, Green Firecracker (Chinese: 炮打双灯; pinyin: Pào dǎ shuāng dēng) is a 1994 film directed by He Ping, starring Ning Jing, Wu Gang, Zhao Xiaorui, Gao Yang, Xu Zhengyun and Zhao Liang."
1100;What Happened Was... (1994);What Happened Was... is a 1994 independent film written, directed by and starring Tom Noonan. It is an adaptation of Noonan's original play of the same name.
1101;Six Degrees of Separation (1993);"Six degrees of separation is the idea that all living things and everything else in the world are six or fewer steps away from each other so that a chain of ""a friend of a friend"" statements can be made to connect any two people in a maximum of six steps. It was originally set out by Frigyes Karinthy in 1929 and popularized in an eponymous 1990 play written by John Guare."
1102;Two Much (1996);"Too Much 4 Much was a Canadian television series, which aired on MuchMusic. The series, which aired at 12:00am Eastern time, played controversial videos which had, for one reason or another, been banned from regular rotation on the network, and featured panel discussions on the issues raised by the videos in question. Beginning in 1991 as a series of irregular specials aired when a particularly high-profile video was in dispute, it was expanded into a regular monthly series in 1993.
Created by Denise Donlon, the series' goals included increasing media literacy skills among the channel's viewers, and providing a forum for the channel to discuss, debate and be accountable to viewers for its programming decisions.
The series first aired as a one-off special, subtitled A Question of Taste, in April 1991, after the channel had banned two high-profile pop videos, Madonna's ""Justify My Love"" and Mitsou's ""Dis-moi, dis-moi"", within a short time of each other. On the program's first airing, both videos were played in their uncensored, unedited entirety, followed by a panel discussion on whether the videos' explicit sexuality and nudity constituted pornography or art. Panelists included broadcaster Daniel Richler and newspaper publisher Michael Hollett. A second special aired in October 1992, after another Madonna video, ""Erotica"", was determined to violate the channel's broadcast standards.
Too Much became a regular monthly series in 1993, after Donlon was promoted to head of programming for the channel.
Other artists whose videos were discussed on the series included Johnny Cash (""Delia's Gone"", 1993), Morbid Angel (""Rapture"", 1993), Sepultura (""Territory"", 1993), Marilyn Manson, Metallica (""Turn the Page"", 1998), Nine Inch Nails (""Happiness in Slavery"", 1992), New Kids on the Block (""Dirty Dawg"", 1994), Meshell Ndegeocello (""Leviticus: Faggot"", 1996), 95 South (""Whoot, There It Is"", 1993) and Tool (""Prison Sex"", 1993).
The series was cancelled in 2003.

"
1103;Trust (1990);Trust is a 1990 American dark romantic comedy starring Adrienne Shelly and Martin Donovan. It is the second feature film from writer-director Hal Hartley.
1104;C'est arrivé près de chez vous (1992);"Man Bites Dog (French: C'est arrivé près de chez vous, It Happened in Your Neighborhood) is a 1992 Belgian black comedy crime mockumentary written, produced and directed by Rémy Belvaux, André Bonzel and Benoît Poelvoorde, who are also the film's co-editor, cinematographer and lead actor respectively.
The film follows a crew of filmmakers following a serial killer, recording his horrific crimes for a documentary they are producing. At first dispassionate observers, they find themselves caught up in the increasingly chaotic and nihilistic violence. The film received the André Cavens Award for Best Film by the Belgian Film Critics Association (UCC). Since its release, the picture has become a cult film, and received a rare NC-17 rating for its release in the U.S."
1105;Firestorm (1998);Firestorm is a 1998 action thriller film directed by Dean Semler, and starring Howie Long, Scott Glenn, William Forsythe and Suzy Amis.
1106;Newton Boys, The (1998);"The Newton Boys is a 1998 American comedy-drama film based on the true story of the Newton Gang, a family of bank robbers from Uvalde, Texas. The film stars Matthew McConaughey, who was actually born in Uvalde, Skeet Ulrich, Ethan Hawke, Vincent D'Onofrio, and Dwight Yoakam. It was filmed throughout Texas including the towns of Bertram, Austin, Bartlett, New Braunfels, and San Antonio.

"
1107;Beyond Rangoon (1995);Beyond Rangoon is an original soundtrack album written by the German composer Hans Zimmer. The film Beyond Rangoon and the album were released in 1995. It features the nature of the Burmese background during and after the 8888 Uprising in Burma. In this ethnic tropes music, Hans Zimmer highlights on South-East Asia tradition where he employs pipes, wood flutes, and native rhythms with vivid effects to demonstrate the character of the students' strike in 1988, Burma and their fleeing Rangoon after martial law imposed.
1108;Feast of July (1995);Feast of July is a 1995 United Kingdom film directed by Christopher Menaul and produced by Merchant Ivory Productions, based on the 1954 novel by H. E. Bates, starring Embeth Davidtz and Ben Chaplin.
1109;Death and the Maiden (1994);Death and the Maiden is a 1990 play by Chilean playwright Ariel Dorfman. The world premiere was staged at the Royal Court Theatre in London on 9 July 1991, directed by Lindsay Posner. It had one reading and one workshop production prior to its world premiere.
1110;Tank Girl (1995);"Tank Girl is a 1995 American science fiction action comedy film directed by Rachel Talalay. Based on the British post-apocalyptic comic series of the same name by Alan Martin and Jamie Hewlett that was originally published in Deadline magazine, the film stars Lori Petty, Naomi Watts, Ice-T and Malcolm McDowell. Tank Girl is set in a drought-ravaged Australia, years after a catastrophic impact event. It follows the antihero Tank Girl (Petty) as she, Jet Girl (Watts), and genetically modified supersoldiers called the Rippers fight ""Water & Power"", an oppressive corporation led by Kesslee (McDowell).
After reading an issue of the Tank Girl comic she had received as a gift, Talalay obtained permission from Deadline's publisher Tom Astor to direct a film adaptation. She selected Catherine Hardwicke to be the production designer, and worked closely with Martin and Hewlett during the making of the film. Tank Girl was filmed primarily in White Sands, New Mexico, and Tucson, Arizona. The film's critically praised soundtrack was assembled by Courtney Love, and the Rippers' makeup and prosthetics team was headed by Stan Winston. Winston's studio wanted to work on the project so much that they cut their usual prices in half in order to meet the film's budget.
Financially unsuccessful, Tank Girl recouped only about $6 million of its $25 million budget at the box office and received mixed to negative reviews from critics. Martin and Hewlett have since spoken negatively of their experiences creating the film. Talalay blamed some of the film's negative reception on studio edits over which she had no control. Despite the negative critical reception and box office failure of the film, it has been cited as an example of a comic book film with a cult following, and it is noted for its feminist themes."
1111;Double Happiness (1994);"Double Happiness is a 1994 Canadian drama film directed by Mina Shum, co-produced by the National Film Board of Canada. The film stars Sandra Oh as Jade Li, an actress struggling to assert her independence from the expectations of her Chinese Canadian family. Callum Keith Rennie also stars as Mark, Jade's love interest.
Oh received critical acclaim for her performance, and won the Genie Award for Best Performance by an Actress in a Leading Role for the film."
1112;Cobb (1994);"Tyrus Raymond Cobb (December 18, 1886 – July 17, 1961), nicknamed The Georgia Peach, was an American Major League Baseball (MLB) outfielder. He was born in rural Narrows, Georgia. Cobb spent 22 seasons with the Detroit Tigers, the last six as the team's player-manager, and finished his career with the Philadelphia Athletics. In 1936 Cobb received the most votes of any player on the inaugural Baseball Hall of Fame ballot, receiving 222 out of a possible 226 votes (98.2%); no other player received a higher percentage of votes until 1992. In 1999, editors at the Sporting News ranked Ty Cobb 3rd on their list of ""Baseball's 100 Greatest Players"".
Cobb is widely credited with setting 90 MLB records during his career. He still holds several records as of the end of the 2016 season, including the highest career batting average (.366 or .367, depending on source) and most career batting titles with 11 (or 12, depending on source). He retained many other records for almost a half century or more, including most career hits until 1985 (4,189 or 4,191, depending on source), most career runs (2,245 or 2,246 depending on source) until 2001, most career games played (3,035) and at bats (11,429 or 11,434 depending on source) until 1974, and the modern record for most career stolen bases (892) until 1977. He still holds the career record for stealing home (54 times) and for stealing second base, third base, and home in succession (5 times), and as the youngest player ever to compile 4,000 hits and score 2,000 runs. Cobb ranks fifth all-time in number of games played and committed 271 errors, the most by any American League (AL) outfielder.
Cobb's legacy as an athlete has sometimes been overshadowed by his surly temperament and aggressive playing style, which was described by the Detroit Free Press as ""daring to the point of dementia."" Cobb himself wrote shortly before his death, ""In legend I am a sadistic, slashing, swashbuckling despot who waged war in the guise of sport."" Cobb was notorious for sliding into bases feet first, with his spikes high.
Cobb's legacy, which includes a large college scholarship fund for Georgia residents financed by his early investments in Coca-Cola and General Motors, has been tarnished by allegations of racism and violence, largely stemming from a couple of biographies that were released following his death. Cobb's reputation as an extremely violent man was fanned by his first biographer, sportswriter Al Stump, whose stories about Cobb have been discredited as sensationalized, and in some part proven to be entirely fictional, while Cobb's views on race evolved and mellowed after his retirement from baseball."
1113;Mrs. Parker and the Vicious Circle (1994);"Mrs. Parker and the Vicious Circle is a 1994 American film scripted by screenwriter/director Alan Rudolph and former Washington Star reporter Randy Sue Coburn. Directed by Rudolph, it starred Jennifer Jason Leigh as the writer Dorothy Parker and depicted the members of the Algonquin Round Table, a group of writers, actors and critics who met almost every weekday from 1919 to 1929, at Manhattan's Algonquin Hotel.
The film was an Official Selection at the 1994 Cannes Film Festival and was nominated for the Palme d'Or. The film was a critical but not a commercial success.
Peter Benchley, who played editor Frank Crowninshield, was the grandson of Robert Benchley, the humorist who once worked underneath Crowninshield. Actor Wallace Shawn was the son of William Shawn, the longtime editor of The New Yorker."
1114;Faithful (1996);Faithful is a 1996 American comedy crime drama film directed by Paul Mazursky, which would be his last theatrical film as director before dying in 2014, and starring Cher, Chazz Palminteri and Ryan O'Neal. Palminteri wrote the screenplay, which is an adaptation of his stage play of the same name. Faithful tells the story of a woman, her husband and a hit man. The film was entered into the 46th Berlin International Film Festival.
1115;Twelfth Night (1996);Twelfth Night (also known as Twelfth Night: Or What You Will) is a 1996 British film adaptation of William Shakespeare's play, directed by Trevor Nunn and featuring an all-star cast. Set in the late 19th century, it was filmed on location in Cornwall, including scenes shot at Padstow and at Lanhydrock House near Bodmin, with Orsino and his followers wearing uniforms that evoke the Austro-Hungarian Empire.
